"","Suggested.Symbol","U1","S1","U2","S2","U3","S3","U4","S4","U5","S5","U6","S6","U7","S7","U8","S8","U9","S9","U10","S10","U11","S11","name","ID"
"685","FMNL1",6078.6,861.84,23470,2515.1,8721,916.11,12876,658.1,6458.1,NA,1783.4,1382,9670.7,3192.2,26778,206.31,103380,2141.2,4603.2,650.03,13616,951.56,"FMNL1","O95466"
"686","SGPL1",20093,2693.9,17054,599.75,11292,NA,4553.1,570.63,11809,NA,6783.1,NA,1760.6,NA,388.63,NA,48.015,NA,216.7,NA,1853.4,NA,"SGPL1","O95470"
"687","CLDN7",28195,5694.5,NA,NA,NA,NA,13244,NA,44047,17251,NA,NA,98133,NA,510720,65816,317560,NA,14287,NA,57388,5107.9,"CLDN7","O95471"
"688","ABCA1",359.81,NA,1484.1,NA,242.27,NA,2009.2,NA,431.57,NA,706.54,NA,752.05,NA,1793.6,NA,2809.1,NA,NA,NA,71.385,NA,"ABCA1","O95477"
"689","H6PD",14223,8195,6982.7,1379.7,20310,4081.5,NA,NA,5603,NA,48080,7808.6,10877,5587.4,411.66,NA,566.14,NA,3163.2,NA,NA,NA,"H6PD","O95479"
"690","SEC24A",NA,NA,NA,NA,NA,NA,NA,NA,7157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEC24A","O95486"
"691","SEC24B",3684.6,NA,856.99,NA,1756.5,259.3,1328.5,NA,18081,438,10372,459.02,NA,NA,263.04,NA,NA,NA,NA,NA,NA,NA,"SEC24B","O95487"
"692","ADGRL2",357.53,NA,260.97,NA,145.51,NA,NA,NA,426.33,NA,222.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LPHN2","O95490"
"693","VNN1",10754,503.06,NA,NA,496.1,NA,NA,NA,3935.6,NA,5913.6,NA,1253.1,NA,12946,134.71,19805,110.26,1795.7,NA,NA,NA,"VNN1","O95497"
"694","VNN2",41811,2892.4,79244,9189.4,1367.7,NA,20587,NA,1855.6,NA,1569.6,NA,28668,3342.9,10518,NA,9762.4,NA,1025.3,NA,11437,NA,"VNN2","O95498"
"695","CLDN14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLDN14","O95500"
"696","SLC2A10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC2A10","O95528"
"697","MPC2",1740.3,NA,NA,NA,2548.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPC2","O95563"
"698","ETHE1",NA,NA,NA,NA,NA,NA,NA,NA,1998.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ETHE1","O95571"
"699","ACSL3",21008,2178.4,4850.7,1376.2,5158.1,NA,7553.6,1454.5,13766,1345.6,8458.5,NA,2511,NA,887.77,NA,409.91,NA,1103.8,NA,2190.3,NA,"ACSL3","O95573"
"700","STAMBP",NA,NA,NA,NA,NA,NA,573.09,NA,2634,NA,NA,NA,1546.4,NA,3545.7,NA,3037.9,NA,NA,NA,1306.8,NA,"STAMBP","O95630"
"701","ASMTL",NA,NA,2164.7,NA,589.99,NA,NA,NA,4158.3,NA,3143.7,NA,925.86,NA,NA,NA,496.37,NA,NA,NA,NA,NA,"ASMTL","O95671"
"702","CDS2",22531,NA,4180.7,2705.9,13298,2683,8168,NA,7179,NA,23369,3096.7,1154.3,NA,NA,NA,NA,NA,110.79,NA,4142.9,NA,"CDS2","O95674"
"703","PPP1R3D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R3D","O95685"
"704","LY86",NA,NA,NA,NA,NA,NA,4391.2,NA,NA,NA,NA,NA,NA,NA,1393.8,NA,NA,NA,NA,NA,NA,NA,"LY86","O95711"
"705","HERC2",NA,NA,NA,NA,NA,NA,NA,NA,458.6,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERC2","O95714"
"706","RAB3D",NA,NA,NA,2415.3,NA,1032.3,3588.3,NA,NA,2728.6,NA,NA,1291,NA,2751.1,NA,10669,NA,424.75,NA,1174.8,NA,"RAB3D","O95716"
"707","SNAP29",NA,NA,NA,NA,NA,NA,3684,NA,NA,NA,NA,NA,1655.7,1831,3499.1,NA,6213.8,NA,153.13,NA,566.07,NA,"SNAP29","O95721"
"708","OXSR1",NA,509.93,3469.6,388.42,4088,1432.8,8766.9,1091.2,2601.8,1378.7,NA,3342.5,5076.3,955.58,7681.5,NA,22856,NA,1592.6,NA,6821.4,2008.6,"OXSR1","O95747"
"709","RAB36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAB36","O95755"
"710","STARD3NL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3580.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STARD3NL","O95772"
"711","AP2A1",19751,6773,20382,4802.8,35972,8090.9,34850,10801,35222,5622.8,31876,10437,25272,5001.4,22940,2211.3,45026,202.95,7553.9,1483.7,12096,2520.7,"AP2A1","O95782"
"712","RIGI",NA,561.5,NA,NA,7267,849.33,81.675,NA,4680.8,NA,NA,2618.3,NA,NA,469.56,NA,4107.3,2204.9,NA,NA,370.27,NA,"DDX58","O95786"
"713","CAVIN2",1432.4,2295.7,1660,NA,20006,6122,30534,2813.4,1041.8,NA,NA,NA,9478.2,1477.4,1081.1,NA,NA,NA,2085,NA,3194.8,NA,"SDPR","O95810"
"714","BAG2",2922.8,NA,3537.3,NA,4352.7,NA,5695.5,NA,15381,NA,33481,NA,1832.2,NA,NA,NA,1024,NA,NA,NA,NA,NA,"BAG2","O95816"
"715","BAG3",NA,NA,316.47,NA,276.5,NA,NA,NA,NA,NA,504.4,NA,NA,866.36,NA,NA,NA,NA,NA,NA,NA,NA,"BAG3","O95817"
"716","MAP4K4",294.56,NA,NA,NA,129.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.51,NA,2123,NA,NA,NA,NA,NA,"MAP4K4","O95819"
"717","CRYZL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRYZL1","O95825"
"718","AIFM1",2685.6,NA,517.24,NA,1339.8,NA,956.34,NA,1918.9,NA,5172.8,NA,445.87,NA,77.074,NA,NA,NA,NA,NA,NA,NA,"AIFM1","O95831"
"719","CLDN1",82857,56543,46553,82040,270450,86612,268720,108150,34338,76112,10683,109990,285400,126150,424250,116140,448560,57939,116920,25229,181770,91285,"CLDN1","O95832"
"720","CLIC3",147.57,1088.3,11725,2049.4,203770,68932,27795,5707.3,3323.9,NA,20520,66841,17609,17973,253.63,NA,52821,NA,1136.9,NA,5953.2,NA,"CLIC3","O95833"
"721","EML2",NA,NA,NA,NA,710.63,NA,835.04,NA,2720.3,NA,919.57,NA,822.59,NA,1655.6,NA,2093,NA,NA,NA,NA,NA,"EML2","O95834"
"722","GNA14",5603.3,596.13,2006.2,1728.8,9666.5,1556.2,8558.6,3220.6,NA,NA,14405,3154.8,7123.2,1539.3,3759.8,458.65,12390,180.25,2148.7,NA,1524.1,1280.4,"GNA14","O95837"
"723","TSPAN15",NA,NA,NA,NA,NA,NA,421.77,NA,NA,NA,NA,NA,11057,NA,12045,NA,2613,NA,NA,NA,1722.2,NA,"TSPAN15","O95858"
"724","BPNT1",954.7,386.09,NA,NA,1152.8,NA,1394.6,NA,2102.7,291.15,NA,NA,1793.5,NA,12100,4398.2,7970.3,NA,191.4,NA,3756.8,1019.3,"BPNT1","O95861"
"725","FADS2",2846.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FADS2","O95864"
"726","DDAH2",8850.4,4721.3,8581.7,4237.7,38563,3079.6,92077,17590,7175.3,713.24,10604,9436.3,53184,2322.3,70205,12507,85351,450.67,32453,NA,105170,23110,"DDAH2","O95865"
"727","LY6G6C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4690,NA,NA,NA,NA,NA,842.86,NA,2177.9,2025.2,"LY6G6C","O95867"
"728","ABHD16A",15246,441.77,NA,NA,6528.9,NA,4503.2,NA,NA,NA,NA,NA,657.5,NA,NA,NA,NA,NA,NA,NA,438.22,NA,"ABHD16A","O95870"
"729","TXNDC12",25375,5665.5,NA,NA,2993.5,NA,5490.3,818.76,4231.6,NA,10049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.01,"TXNDC12","O95881"
"730","EFEMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.4,NA,NA,NA,283.75,NA,230.81,NA,NA,NA,87.154,NA,"EFEMP2","O95967"
"731","IGSF6",NA,NA,2117.5,NA,1641.4,NA,4054.4,NA,NA,NA,4054.6,NA,363.66,NA,3852.8,NA,29470,NA,NA,NA,354.57,NA,"IGSF6","O95976"
"732","RECK",939.99,NA,2783.3,NA,8261.4,NA,3349.3,NA,746.63,NA,3038,NA,NA,NA,NA,NA,12262,NA,2960.9,NA,2411.4,NA,"RECK","O95980"
"733","NUDT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10899,NA,NA,NA,NA,NA,3395.2,NA,"NUDT3","O95989"
"734","NDUFB10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDUFB10","O96000"
"735","CLPTM1",40919,2204.1,2562.3,NA,15110,NA,7984.1,NA,16573,NA,22570,NA,1292.5,NA,NA,NA,NA,NA,135.44,NA,132.4,700.41,"CLPTM1","O96005"
"736","TOMM40",3284.8,1565.5,NA,NA,950.08,NA,NA,NA,4717.4,NA,6273.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOMM40","O96008"
"737","PEX11B",1552.9,5785.1,3984.4,NA,NA,NA,3740.3,NA,2392.7,901.97,NA,NA,1633.2,NA,21236,1447.9,2051.6,NA,374.31,NA,6402,4712.2,"PEX11B","O96011"
"738","PAK4",3019.5,NA,3722.5,NA,3341.1,NA,NA,NA,NA,NA,NA,NA,250.57,1034.6,377.43,NA,11267,NA,NA,NA,700.81,NA,"PAK4","O96013"
"739","WNT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WNT11","O96014"
"740","ACTL6A",NA,NA,NA,NA,NA,NA,1279.9,NA,280.63,NA,NA,NA,NA,NA,NA,NA,4667.8,1002.1,NA,NA,NA,NA,"ACTL6A","O96019"
"741","CYB5A",267760,39140,137640,17718,93150,4579.4,83134,23166,143420,10921,201880,1973.3,40275,5164.5,3876.7,NA,3833.5,NA,15345,2446.3,9305.1,NA,"CYB5A","P00167"
"742","ADH1B",22249,2789.6,46720,NA,262820,65798,177670,32783,27598,NA,117250,45243,108720,21445,NA,NA,28079,NA,35671,1054.2,NA,NA,"ADH1B","P00325"
"743","ADH1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADH1C","P00326"
"744","LDHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145970,52734,NA,NA,"LDHA","P00338"
"745","ALDH1A1",NA,NA,23869,20359,NA,NA,NA,NA,4368.9,526.44,NA,NA,203600,33576,1848.4,NA,198290,6413.6,43435,6616.2,37879,5061.8,"ALDH1A1","P00352"
"746","GLUD1",NA,2581.5,NA,2194.7,NA,456.37,7374.1,1094.8,6253.8,1025.4,NA,NA,497.12,NA,351.05,NA,NA,49.553,NA,NA,NA,1128.4,"GLUD1","P00367"
"747","CYB5R3",423930,84978,128360,53357,NA,NA,NA,NA,319450,21383,433410,26767,51010,13194,NA,NA,13758,NA,NA,NA,NA,NA,"CYB5R3","P00387"
"748","GSR",8998.6,1500.8,8633.3,NA,12597,NA,18285,1145.1,NA,NA,5897.5,NA,12009,2076.8,8558.6,NA,30087,NA,2248,NA,10373,902.67,"GSR","P00390"
"749","MT-CO2",27921,16796,37837,16597,51011,20615,104770,32034,39253,6837.5,92098,9199.6,20898,13391,NA,NA,NA,NA,4504.7,NA,10973,23470,"MT-CO2","P00403"
"750","MT-CO3",NA,3209.1,42627,NA,7561.9,NA,10184,6505.4,38001,NA,117900,6044.3,3621.1,NA,NA,NA,NA,NA,587.11,NA,NA,NA,"MT-CO3","P00414"
"751","SOD1",44553,1599.7,15716,2941.8,43676,NA,67220,3145.9,93314,11027,36234,9693.8,36546,NA,42161,2626.6,39255,NA,10370,NA,96231,6411.9,"SOD1","P00441"
"752","CP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CP","P00450"
"753","F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.11,"F8","P00451"
"754","F13A1",NA,NA,45260,13269,NA,NA,NA,NA,52528,50519,NA,NA,NA,NA,NA,NA,21891,8440.8,NA,NA,13350,15414,"F13A1","P00488"
"755","PNP",1599.6,777.67,37768,1242.2,7205.9,NA,27535,2839.7,48553,2323.4,7856.7,2202.4,12988,NA,37079,NA,55968,NA,4048.7,715.16,15713,4297.8,"PNP","P00491"
"756","HPRT1",9368.9,1482,8495.8,NA,6154.6,NA,4872.8,NA,31827,9840.3,14220,NA,13783,NA,43599,3970.1,28179,NA,2162.6,NA,12045,2158.8,"HPRT1","P00492"
"757","EGFR",29318,4440.7,38332,7605.4,45960,3518.6,30938,4196.4,67682,8276.4,33613,7523.7,33695,6979.1,18989,806.66,73473,1958.5,13497,4520.2,12037,3741.6,"EGFR","P00533"
"758","PGK1",73305,111130,139460,81155,NA,NA,NA,NA,NA,NA,103870,70405,NA,NA,NA,NA,NA,NA,108670,51344,NA,NA,"PGK1","P00558"
"759","AK1",7496.5,2686.2,NA,2826.6,23976,6265,40197,31196,NA,1334.8,2953.4,8872.9,11074,8408.2,5007.6,NA,9403,NA,5028.1,NA,8421.4,2679.1,"AK1","P00568"
"760","F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2","P00734"
"761","C1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1R","P00736"
"762","HP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HP","P00738"
"763","HPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HPR","P00739"
"764","F9",926.37,3654.1,NA,NA,1611.9,1363.9,7326.2,1095,1132.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F9","P00740"
"765","F10",NA,NA,5055.8,NA,NA,NA,NA,NA,3289.7,NA,3953.4,2043.6,NA,NA,NA,NA,13043,NA,NA,NA,NA,NA,"F10","P00742"
"766","CFD",3920.2,NA,4388.5,NA,2859.8,NA,NA,NA,NA,NA,4011.9,NA,2724.4,NA,5126.1,NA,2128.1,NA,5893.2,NA,NA,NA,"CFD","P00746"
"767","PLG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLG","P00747"
"768","F12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F12","P00748"
"769","PLAU",NA,NA,NA,NA,NA,NA,130.33,NA,2055.7,NA,290.1,NA,NA,NA,852.7,NA,1739.2,NA,NA,NA,NA,NA,"PLAU","P00749"
"770","PLAT",8186.9,957.31,10903,NA,NA,NA,4418.2,894.5,4306,1198.1,5007.9,NA,138.75,NA,NA,NA,385.86,NA,NA,NA,NA,832.49,"PLAT","P00750"
"771","CFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFB","P00751"
"772","ADA",6507.2,NA,11247,NA,28462,3679.3,6650.1,1419.7,5616.2,NA,11515,3226,7264.9,NA,8063.2,739.97,21955,NA,1538.5,NA,1944.6,NA,"ADA","P00813"
"773","CA1",11303,2293,44887,2460.7,NA,NA,NA,NA,53478,2606,270610,16332,60544,9889.3,29809,NA,645.11,NA,40991,27319,NA,NA,"CA1","P00915"
"774","CA2",NA,NA,2050.5,NA,14551,3591.7,61268,14822,5649,NA,28256,6801.5,7074.4,NA,5901.2,NA,11157,NA,6315.4,19032,66194,1947.3,"CA2","P00918"
"775","ASS1",71588,27684,11067,NA,20149,NA,24397,3524.7,96348,30908,NA,NA,43366,12760,NA,NA,55635,NA,12928,NA,25568,6489.8,"ASS1","P00966"
"776","OAS1",NA,NA,2014.6,NA,1432.1,NA,2538.8,NA,NA,NA,2879.9,NA,3909.9,NA,11355,NA,7293.5,NA,NA,NA,2641.8,NA,"OAS1","P00973"
"777","SERPINC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SERPINC1","P01008"
"778","SERPINA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SERPINA1","P01009"
"779","SERPINA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SERPINA3","P01011"
"780","AGT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGT","P01019"
"781","A2M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A2M","P01023"
"782","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C3","P01024"
"783","C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C5","P01031"
"784","TIMP1",26056,3507.3,6317.1,NA,9585.6,1797.8,23749,NA,NA,NA,7703.9,984.82,18664,NA,NA,NA,30300,1971.7,19911,NA,NA,NA,"TIMP1","P01033"
"785","CST3",29677,3023.4,14435,NA,8381.4,NA,6234.4,NA,5307.8,NA,35803,5029.7,2447.8,NA,2176.2,NA,NA,NA,10439,NA,3868.1,NA,"CST3","P01034"
"786","CSTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSTA","P01040"
"787","KNG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KNG1","P01042"
"788","NRAS",NA,NA,NA,NA,NA,NA,15233,NA,NA,NA,NA,NA,35157,3938.2,32716,NA,51785,NA,1826.6,NA,15487,NA,"NRAS","P01111"
"789","HRAS",NA,NA,NA,NA,NA,NA,2807.5,NA,NA,NA,NA,NA,203.64,NA,2545,NA,6257.4,NA,NA,NA,NA,NA,"HRAS","P01112"
"790","KRAS",29882,15717,69719,17874,49937,11271,83197,28781,50812,28641,37423,19305,235370,75895,123080,16339,840130,114560,17565,9858.4,83010,23887,"KRAS","P01116"
"791","LDLR",234.45,NA,NA,NA,NA,NA,NA,172.24,211.61,NA,182.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LDLR","P01130"
"792","TGFB1",2064.4,NA,NA,554.8,NA,NA,968.97,NA,NA,NA,NA,NA,686.41,NA,144.99,NA,11029,NA,NA,NA,1054.9,319.57,"TGFB1","P01137"
"793","JCHAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGJ","P01591"
"794","P01594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01594","P01594"
"795","P04432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04432","P04432"
"796","P01599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01599","P01599"
"797","P01601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16060,NA,"P01601","P01601"
"798","IGKV1-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGKV1-5","P01602"
"799","P01619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01619","P01619"
"800","P01624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01624","P01624"
"801","P01699",NA,NA,NA,6370.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01699","P01699"
"802","P01700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01700","P01700"
"803","P01701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01701","P01701"
"804","P01703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01703","P01703"
"805","P01704",NA,NA,NA,NA,NA,NA,5154.4,NA,NA,38748,NA,NA,213890,15831,NA,NA,58354,56898,NA,NA,NA,NA,"P01704","P01704"
"806","P01705",NA,NA,NA,NA,NA,NA,134080,4066,NA,NA,NA,NA,159650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01705","P01705"
"807","P01706",NA,NA,NA,NA,NA,NA,863140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673480,296010,"P01706","P01706"
"808","P01714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01714","P01714"
"809","P01715",NA,NA,22824,33423,NA,NA,5988.7,NA,NA,NA,NA,NA,34304,NA,79841,NA,15417,NA,26370,NA,46654,NA,"P01715","P01715"
"810","P01717",NA,NA,NA,NA,NA,NA,519.31,NA,NA,NA,NA,NA,23367,NA,14189,NA,NA,NA,13760,NA,25963,NA,"P01717","P01717"
"811","P01718",NA,NA,NA,NA,NA,NA,NA,NA,13118,NA,NA,NA,28848,NA,NA,NA,NA,NA,NA,NA,59062,12107,"P01718","P01718"
"812","P01721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216940,NA,NA,NA,"P01721","P01721"
"813","CD4",2450.3,NA,NA,NA,14528,NA,7291.8,NA,2772.1,NA,7593,NA,3651,NA,3867.8,NA,45649,NA,458.23,NA,7132.5,NA,"CD4","P01730"
"814","CD8A",4735,759.93,NA,NA,15386,NA,18207,NA,6192.4,NA,12523,1520,16524,NA,3931.3,NA,141720,NA,16451,NA,46375,4589.4,"CD8A","P01732"
"815","P01742",NA,NA,NA,NA,NA,NA,NA,NA,NA,19822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2916.6,NA,"P01742","P01742"
"816","P01743",NA,NA,NA,5731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01743","P01743"
"817","P01762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20208,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01762","P01762"
"818","P01763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01763","P01763"
"819","IGHV3-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHV3-23","P01764"
"820","P01766",NA,8861.3,NA,NA,NA,NA,4952.8,NA,NA,NA,NA,19195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01766","P01766"
"821","IGHV3-66",NA,NA,NA,NA,1244.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11924,NA,23066,35474,"IGHV3-66","P01767"
"822","P0DP03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P0DP03","P0DP03"
"823","P01772",NA,NA,NA,NA,6886.7,NA,NA,NA,NA,NA,26295,NA,NA,NA,NA,NA,NA,NA,11088,NA,NA,NA,"P01772","P01772"
"824","P01782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01782","P01782"
"825","P01814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01814","P01814"
"826","P01817",NA,NA,NA,NA,6540.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P01817","P01817"
"827","P01824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22210,NA,NA,NA,"P01824","P01824"
"828","PIGR",NA,NA,1064.6,NA,4853.5,NA,NA,NA,NA,NA,NA,NA,30097,NA,NA,NA,8351.5,NA,17308,NA,7809.7,1071,"PIGR","P01833"
"829","IGKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGKC","P01834"
"830","TRAC",NA,NA,NA,NA,NA,NA,1457.3,NA,NA,NA,NA,NA,1201.9,NA,NA,NA,6819.6,NA,NA,NA,2180.8,NA,"TRAC","P0DTU3"
"831","IGHE",NA,NA,NA,NA,NA,NA,254.98,NA,NA,NA,1153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHE","P01854"
"832","IGHG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHG1","P01857"
"833","IGHG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHG2","P01859"
"834","IGHG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHG3","P01860"
"835","IGHG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHG4","P01861"
"836","IGHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGHM","P01871"
